speech_id,transcript_id,date,year,month,speaker,party,concept_slug,concept,concept_category,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,beme_score,beme_label
term_24_speech_024490,21328,2012-11-07,2012,11,Bülent Belen,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,3,0,0,3.0,0.0,mixed
term_24_speech_024491,21328,2012-11-07,2012,11,Mehmet Kesimoğlu,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_024509,21328,2012-11-07,2012,11,İdris Naim Şahin,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024511,21328,2012-11-07,2012,11,İdris Naim Şahin,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024547,21328,2012-11-07,2012,11,Ali Serindağ,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_024547,21328,2012-11-07,2012,11,Ali Serindağ,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,2,0,2.7,0.6667,positive
term_24_speech_024549,21328,2012-11-07,2012,11,Ali Serindağ,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024549,21328,2012-11-07,2012,11,Ali Serindağ,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,6,0,0,6.0,0.0,mixed
term_24_speech_024551,21328,2012-11-07,2012,11,Enver Erdem,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,3,0,2,3.7,-0.6667,negative
term_24_speech_024552,21328,2012-11-07,2012,11,Enver Erdem,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024601,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024603,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024628,21328,2012-11-07,2012,11,Mahmut Tanal,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024633,21328,2012-11-07,2012,11,Ali Serindağ,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024654,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024660,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024660,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,3,0,2,3.7,-0.6667,negative
term_24_speech_024660,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,2,2.7,-0.6667,negative
term_24_speech_024667,21328,2012-11-07,2012,11,Ali Uzunırmak,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,4,2,0,4.7,0.6667,positive
term_24_speech_024675,21328,2012-11-07,2012,11,Levent Gök,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_024713,21328,2012-11-07,2012,11,Mahmut Tanal,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024716,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,2,0,2,2.7,-0.6667,negative
term_24_speech_024716,21328,2012-11-07,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024718,21328,2012-11-07,2012,11,Levent Gök,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_024744,21328,2012-11-07,2012,11,Köksal Toptan,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_024770,21328,2012-11-07,2012,11,Levent Gök,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,3,1,2,4.05,-0.25,negative
term_24_speech_024770,21328,2012-11-07,2012,11,Levent Gök,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,2,2.7,-0.6667,negative
term_24_speech_024775,21329,2012-11-08,2012,11,Mehmet Ali Susam,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024775,21329,2012-11-08,2012,11,Mehmet Ali Susam,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_024778,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024779,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,1,2,0,1.7,0.6667,positive
term_24_speech_024780,21329,2012-11-08,2012,11,Murat Yıldırım,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_024780,21329,2012-11-08,2012,11,Murat Yıldırım,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,2,1,1,2.7,0.0,mixed
term_24_speech_024798,21329,2012-11-08,2012,11,İzzet Çetin,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024805,21329,2012-11-08,2012,11,İzzet Çetin,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024808,21329,2012-11-08,2012,11,İzzet Çetin,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024812,21329,2012-11-08,2012,11,Hüseyin Şahin,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,7,0,0,7.0,0.0,mixed
term_24_speech_024815,21329,2012-11-08,2012,11,Hüseyin Şahin,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024816,21329,2012-11-08,2012,11,Hüseyin Şahin,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,3,1,0,3.35,0.5,positive
term_24_speech_024816,21329,2012-11-08,2012,11,Hüseyin Şahin,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024844,21329,2012-11-08,2012,11,Ahmet Baha Öğütken,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,1,0,2.35,0.5,positive
term_24_speech_024844,21329,2012-11-08,2012,11,Ahmet Baha Öğütken,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024848,21329,2012-11-08,2012,11,Ahmet Baha Öğütken,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1,1,0,1.35,0.5,positive
term_24_speech_024852,21329,2012-11-08,2012,11,Ahmet Baha Öğütken,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024852,21329,2012-11-08,2012,11,Ahmet Baha Öğütken,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,15,9,4,19.55,0.3571,positive
term_24_speech_024853,21329,2012-11-08,2012,11,Ali İhsan Köktürk,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_024853,21329,2012-11-08,2012,11,Ali İhsan Köktürk,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024853,21329,2012-11-08,2012,11,Ali İhsan Köktürk,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_024853,21329,2012-11-08,2012,11,Ali İhsan Köktürk,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,2,2.7,-0.6667,negative
term_24_speech_024856,21329,2012-11-08,2012,11,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,3,0,0,3.0,0.0,mixed
term_24_speech_024880,21329,2012-11-08,2012,11,Hasip Kaplan,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,4,2,3,5.75,-0.1667,mixed
term_24_speech_024880,21329,2012-11-08,2012,11,Hasip Kaplan,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,4,2,2,5.4,0.0,mixed
term_24_speech_024880,21329,2012-11-08,2012,11,Hasip Kaplan,Halkların Demokratik Partisi,security,Guvenlik,security_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_024880,21329,2012-11-08,2012,11,Hasip Kaplan,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,1,1,0,1.35,0.5,positive
term_24_speech_024924,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024925,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024930,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,1,0,1,1.35,-0.5,negative
term_24_speech_024937,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,5,0,0,5.0,0.0,mixed
term_24_speech_024937,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024938,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024940,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024946,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_24_speech_024947,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024950,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024951,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024951,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024953,21329,2012-11-08,2012,11,Mehmet Günal,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024954,21329,2012-11-08,2012,11,Mehmet Günal,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024955,21329,2012-11-08,2012,11,Enver Erdem,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,11,0,0,11.0,0.0,mixed
term_24_speech_024956,21329,2012-11-08,2012,11,Nurettin Canikli,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,1,2.35,-0.5,negative
term_24_speech_024956,21329,2012-11-08,2012,11,Nurettin Canikli,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024957,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024957,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,16,0,0,16.0,0.0,mixed
term_24_speech_024958,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_024969,21329,2012-11-08,2012,11,Mehmet Günal,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024969,21329,2012-11-08,2012,11,Mehmet Günal,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_024969,21329,2012-11-08,2012,11,Mehmet Günal,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_24_speech_024975,21329,2012-11-08,2012,11,Abdullah Levent Tüzel,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,5,5,1,7.1,0.5714,positive
term_24_speech_024977,21329,2012-11-08,2012,11,Celal Dinçer,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_024977,21329,2012-11-08,2012,11,Celal Dinçer,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_024977,21329,2012-11-08,2012,11,Celal Dinçer,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024977,21329,2012-11-08,2012,11,Celal Dinçer,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024979,21329,2012-11-08,2012,11,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_024980,21329,2012-11-08,2012,11,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_24_speech_024981,21329,2012-11-08,2012,11,Mahmut Tanal,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,3,0,0,3.0,0.0,mixed
term_24_speech_024998,21329,2012-11-08,2012,11,Ertuğrul Kürkcü,Halkların Demokratik Partisi,economy,Ekonomi,macro_economy,2,0,1,2.35,-0.5,negative
term_24_speech_025000,21329,2012-11-08,2012,11,Aylin Nazlıaka,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_025000,21329,2012-11-08,2012,11,Aylin Nazlıaka,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_025000,21329,2012-11-08,2012,11,Aylin Nazlıaka,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_025002,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025003,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025019,21329,2012-11-08,2012,11,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025021,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_025022,21329,2012-11-08,2012,11,Kamer Genç,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025023,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025043,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_025043,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,4,0,0,4.0,0.0,mixed
term_24_speech_025043,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_24_speech_025043,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025045,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025047,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025047,21329,2012-11-08,2012,11,Muharrem İnce,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025070,21329,2012-11-08,2012,11,Enver Erdem,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_025087,21329,2012-11-08,2012,11,Nurettin Canikli,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025090,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025090,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025101,21329,2012-11-08,2012,11,Oktay Vural,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025111,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,2,2,0,2.7,0.6667,positive
term_24_speech_025113,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,6,2,0,6.7,0.6667,positive
term_24_speech_025113,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,reform,Reform,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025113,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,european_union,Avrupa Birligi,democratic_reform,3,0,0,3.0,0.0,mixed
term_24_speech_025113,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025113,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,tutelage,Vesayet,constitutional_conflict,1,0,2,1.7,-0.6667,negative
term_24_speech_025122,21329,2012-11-08,2012,11,Yusuf Halaçoğlu,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025122,21329,2012-11-08,2012,11,Yusuf Halaçoğlu,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,2,1.7,-0.6667,negative
term_24_speech_025122,21329,2012-11-08,2012,11,Yusuf Halaçoğlu,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,2,3,0,3.05,0.75,positive
term_24_speech_025126,21329,2012-11-08,2012,11,Namık Havutça,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025126,21329,2012-11-08,2012,11,Namık Havutça,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025126,21329,2012-11-08,2012,11,Namık Havutça,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_025126,21329,2012-11-08,2012,11,Namık Havutça,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,7,0,0,7.0,0.0,mixed
term_24_speech_025128,21329,2012-11-08,2012,11,Ali Öz,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_025128,21329,2012-11-08,2012,11,Ali Öz,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025128,21329,2012-11-08,2012,11,Ali Öz,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_24_speech_025129,21329,2012-11-08,2012,11,Nazmi Gür,Bağımsız,democracy,Demokrasi,democratic_reform,3,0,2,3.7,-0.6667,negative
term_24_speech_025129,21329,2012-11-08,2012,11,Nazmi Gür,Bağımsız,reform,Reform,democratic_reform,3,0,0,3.0,0.0,mixed
term_24_speech_025129,21329,2012-11-08,2012,11,Nazmi Gür,Bağımsız,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025129,21329,2012-11-08,2012,11,Nazmi Gür,Bağımsız,economy,Ekonomi,macro_economy,2,0,4,3.4,-0.8,negative
term_24_speech_025129,21329,2012-11-08,2012,11,Nazmi Gür,Bağımsız,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_24_speech_025129,21329,2012-11-08,2012,11,Nazmi Gür,Bağımsız,tutelage,Vesayet,constitutional_conflict,5,3,13,10.6,-0.5882,negative
term_24_speech_025130,21329,2012-11-08,2012,11,Lütfü Türkkan,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,2,1,0,2.35,0.5,positive
term_24_speech_025131,21329,2012-11-08,2012,11,Lütfü Türkkan,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025132,21329,2012-11-08,2012,11,Lütfü Türkkan,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_24_speech_025132,21329,2012-11-08,2012,11,Lütfü Türkkan,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025132,21329,2012-11-08,2012,11,Lütfü Türkkan,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,2,2,2,3.4,0.0,mixed
term_24_speech_025133,21329,2012-11-08,2012,11,Altan Tan,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,2,2,0,2.7,0.6667,positive
term_24_speech_025143,21329,2012-11-08,2012,11,Mehmet Ali Susam,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025145,21329,2012-11-08,2012,11,Mehmet Ali Susam,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,2,1,0,2.35,0.5,positive
term_24_speech_025146,21329,2012-11-08,2012,11,Mehmet Ali Susam,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,3,6,0,5.1,0.8571,positive
term_24_speech_025157,21329,2012-11-08,2012,11,Sakine Öz,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,3,0,2,3.7,-0.6667,negative
term_24_speech_025162,21329,2012-11-08,2012,11,Ruhsar Demirel,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_025162,21329,2012-11-08,2012,11,Ruhsar Demirel,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,3,0,0,3.0,0.0,mixed
term_24_speech_025165,21329,2012-11-08,2012,11,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025167,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_025167,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,reform,Reform,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_025167,21329,2012-11-08,2012,11,İdris Baluken,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025170,21329,2012-11-08,2012,11,Bülent Belen,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025170,21329,2012-11-08,2012,11,Bülent Belen,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_24_speech_025170,21329,2012-11-08,2012,11,Bülent Belen,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,2,1,0,2.35,0.5,positive
term_24_speech_025171,21329,2012-11-08,2012,11,Osman Aydın,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,6,0,0,6.0,0.0,mixed
term_24_speech_025173,21329,2012-11-08,2012,11,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025173,21329,2012-11-08,2012,11,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025175,21329,2012-11-08,2012,11,Mahmut Tanal,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_24_speech_025186,21329,2012-11-08,2012,11,Alim Işık,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,1,1,1,1.7,0.0,mixed
term_24_speech_025186,21329,2012-11-08,2012,11,Alim Işık,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,3,0,0,3.0,0.0,mixed
term_24_speech_025187,21329,2012-11-08,2012,11,Dilek Akagün Yılmaz,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_24_speech_025187,21329,2012-11-08,2012,11,Dilek Akagün Yılmaz,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,3,0,2.05,0.75,positive
term_24_speech_025193,21329,2012-11-08,2012,11,Dilek Akagün Yılmaz,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_24_speech_025196,21330,2012-11-09,2012,11,Erol Dora,Bağımsız,democracy,Demokrasi,democratic_reform,1,2,2,2.4,0.0,mixed
term_24_speech_025196,21330,2012-11-09,2012,11,Erol Dora,Bağımsız,law_state,Hukuk Devleti,democratic_reform,2,1,0,2.35,0.5,positive
term_24_speech_025196,21330,2012-11-09,2012,11,Erol Dora,Bağımsız,security,Guvenlik,security_conflict,2,0,2,2.7,-0.6667,negative
