candidate_id,manual_label,manual_notes,transcript_id,date,year,speaker,source_party,target_party,heuristic_positive_hits,heuristic_negative_hits,heuristic_score,heuristic_label,window_text,heuristic_label_binary
cand_11231,negative,,19808,2006-12-24,2006,Kemal Sağ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative, geldik. yogun bir program cercevesinde gorustugumuz 2007 yili butcesi bu parlamentonun yaptigi son butce ve sanirim ki akp nin yaptigi son butce olmaktadir. degerli arkadaslar akp iktidari doneminde yapilan butceler toplumun sorunlarina gerek,negative
cand_07873,negative,,16266,2006-03-08,2006,Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,utarli devamli saglam bir politikasi olmasi gerekir. biz bir onerge verecegiz. biraz sonra o onergeyle ilgili olarak da akp nin maskesini gorecegiz gercek yuzunu gorecegiz.,positive
cand_08141,positive,,16405,2006-03-28,2006,Kemal Anadol,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,basladi. bu munasebetle bu onergeye buyuk duyarlilik gosteren turkiye buyuk millet meclisi baskani sayin bulent arinc a iktidar grubu milletvekili arkadaslarimiza akp nin disinda anavatan dogru yol da bulunan ve bagimsiz olan milletvekili arkadasl,positive
cand_10442,negative,,17737,2006-11-16,2006,Mehmet Semerci,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ari bir uygulama oldugu icin kurduk. siz daha once tarimsal kalkinma kurumu diye bir kurum mu kurdunuz turkiye de sanki hukumet olarak yani bilmeden de konusuyor. o avrupa birliginden gelecek destek icin sart oldugu icin... sayin bakan da biliyor ,positive
cand_10989,negative,,17800,2006-12-16,2006,Egemen Bağış,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,ariyla- lubnan a gitmis ve lubnan a gidis sebebi de sosyalist enternasyonal toplantisina katilmaya gitmis. ben sasirdim cumhuriyet halk partisi sosyalist degil statukocu enternasyonalist degil izolasyonist. tamamen ice kapanik bir parti. neden oraya gidiyor,positive
cand_11819,negative,,19867,2007-03-14,2007,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,t meclisinde o gun 139 milletvekili 138 milletvekili burada bulunmadigi icin kanunun gorusulmesi yarim kaldi dun de hem hukumet hem de komisyon olmamasi nedeniyle bu kanunu gorusemedik. simdi ben buradan bu kanunu takip eden kisi ve kuruluslara so,positive
cand_11979,negative,,19879,2007-03-27,2007,Ali Arslan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,u simdilik diye bir laf atti. yani cumhurbaskani hakli goruldugu icin degil turkiye de yabanci doktorlarin calismasinin adalet ve kalkinma partisi tarafindan dogru bulunmadigi icin degil...,positive
cand_12082,negative,,19884,2007-04-05,2007,Bekir Bozdağ,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,0,0.0,mixed,m ederse ben korkarim ki mecliste turk demokrasisi bir dahaki secimde muhalefetsiz kalabilir. emin olun kalabilir. yani chp yi bu anlayisindan dolayi vatandas bir kez daha sandikta 1999 da kestigi cezanin ayniyla cezalandirabilir.,positive
cand_12655,negative,,19918,2007-05-17,2007,İbrahim Özdoğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,teye ogrenci yollayabilecek bir durumda dahi degildir. vatandas vicdani acisindan cok yaralayici olan bu durum maalesef ak parti hukumeti tarafindan hic giderilememistir.,positive
cand_11531,positive,,19848,2007-02-15,2007,Gürol Ergin,Cumhuriyet Halk Partisi,Anavatan Partisi,0,1,-0.5,negative,tesekkur ederim sayin baskan. sayin baskan degerli milletvekilleri anavatan partisi grubunun bu meclisin daha once olusturdugu narenciye ve yas sebze meyve ureticilerinin sorunlarina iliskin meclis arast,negative
cand_11546,negative,,19848,2007-02-15,2007,Dursun Akdemir,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative, bu noktada olusunun bugun olusmadigini yillarin bir sorunu oldugunu soylemek istiyorum. ancak bugune kadar dort yillik iktidar doneminde akp nin gelmis oldugu noktada arzu edilen sonuca ulasmadigini gormenin uzuntusu ve sikintisini sizlere aktarm,negative
cand_12327,negative,,19906,2007-05-04,2007,Ali Arslan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,ba dolsun sayin gunduz saniyorum bu yasalar o nedenle gundeme geliyor. degerli arkadaslarim buyuk bir sikinti yasatiyor adalet ve kalkinma partisi turkiye ye. bakin once secim dedik inanmadiniz gelin uzlasalim dedik... bakin cumhuriyet halk partisinin genel baskani ,negative
cand_12670,negative,,19920,2007-05-22,2007,Kemal Anadol,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,letvekilleri hiccalismiyor ki hani arabalarin arkasina yazarlar ya o simdi asker onlar da simdi milletvekili. bu sozler recep tayyip erdogan a ait bana ait degil. amerika gezisinde gazetecilere soyledi onun icin dedi yedek milletvekili onerdik tepkiyle karsila,negative
cand_12916,negative,,19928,2007-05-26,2007,İbrahim Özdoğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,endikalari ve sosyal haklari tehdit olarak goruyorlar. avrupa birligi muzakere surecinin sosyal duyarliliklari olan bir iktidar araciligiyla yurutulemiyor olmasi sosyal haklar acisindan en buyuk acmazlardan birisidir ve degerli arkadaslar ulkemizd,negative
cand_11660,negative,,19860,2007-03-01,2007,İbrahim Özdoğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,ir. degerli arkadaslar kayit disi ekonominin en onemli nedenlerinden birisi de kacakciligin onemli boyutlarda olmasi ve ak parti hukumetinin bunca zamandir kacakciligi onleme konusunda etkin olmamis olmasidir. ulkemizde kayit disi ekonominin en one,positive
cand_11679,negative,,19862,2007-03-06,2007,İrfan Gündüz,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2,1,0.25,positive,stirilmasi ve cozum bulunmasiyla ilgili komisyon kurulmasi talebine biz karsi ciktigimiz icin anlasamadik. o yuzden ben chp grup onerisinin aleyhinde oldugumuzu bildiriyor ve bizim grup onerimizi desteklemenizi bekliyor hepinize en kalbi sevgi,positive
cand_11924,negative,,19874,2007-03-22,2007,Muharrem Doğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,belediye baskani iken elinde kiptas vardi. simdi kiptas ile birlikte toki vardir ve butun hazine arazileri vardir basta hukumet vardir ve sonsuz kredi ve tesvikler vardir. bes yildir iktidarda olan sayin akp iktidari bugune kadar bu cozumu bulmus ,positive
cand_13154,positive,,19938,2007-06-02,2007,Yüksel Çorbacıoğlu,Cumhuriyet Halk Partisi,Anavatan Partisi,1,0,0.5,positive,urriyetleri tartisma konusu yapmamasi ve azinlikta bulunanlarin -meclis acisindan soyluyorum cumhuriyet halk partisi ve anavatan partisi ve diger demokrat parti diyelim- hak ve ozgurluklerine saygili olmasidir cagdas demokrasi. azinlikta kalan goruslerin v,positive
