candidate_id,manual_label,manual_notes,window_text,source_party,target_party,date,year,speaker,heuristic_positive_hits,heuristic_negative_hits,heuristic_score,heuristic_label,heuristic_label_binary,ann_kisi1,ann_kisi2,ann_kisi3,ann_kisi4,ann_kisi5,final_label,is_human_verified
cand_15249,,,asi uygulamalarini bizim kentlerimize de uygulamak icin gerekli yasal duzenlemelerin yapilmasini bekliyoruz. oysa sayin hukumet uyeleri ne yapiyor cevre bakanligini kapatiyor cevrenin korunmasi icin gerekli calismalari yapacak kurumsal yapiyi orta,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-06-01,2003,Erdoğan Kaplan,3,0,0.75,positive,positive,,,,,,positive,False
cand_09290,,,m sayin baskan. sizin araciliginizla sayin bakana bir soru sormak istiyorum. goruldugu gibi cumhuriyet halk partisi ile ak parti bu konuda bu kanun teklifi uzerinde anlasmislardir. dunyada da bu tur projeler vardir en onemli projelerden bir tanesi ,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-06-21,2006,Turan Tüysüz,1,0,0.5,positive,positive,,,,,,positive,False
cand_08583,,,ek uzere istanbullu vatandaslarimizin aramadigi milletvekili yok gibidir. bu tartisma goturmez beceriksizlik karsisinda ak parti hukumetinin butun yaptigi ise kendi partisinden olan basarisiz belediye yonetimini koru korune desteklemek ve magdur va,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-04-27,2006,İbrahim Özdoğan,4,2,0.2857,positive,positive,,,,,,positive,False
cand_02176,,,ik bir bicimde ortaya cikmistir cunku iktidar partisi grubu tarafindan verilen onerge son derece olumlu olmasina ragmen hukumet cikan yasanin getirecegi sikintilardan cok uzak oldugu belli oldu ki katilmiyorum onerisinde bulundu buna ragmen parlam,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-06-23,2004,Kazım Türkmen,2,1,0.25,positive,positive,,,,,,positive,False
cand_11026,,,mlarin miktari 2000 yilinda 6 8 trilyondur 2001 yilinda 5 6 trilyondur 2002 yilinda da 9 4 trilyondur. dort yil boyunca anap iktidarinin mardin yatirimlarina ayirdigi para 24 trilyondur ak parti iktidarinin sadece 2006 da koydes icin ayirdigi y,Adalet ve Kalkınma Partisi,Anavatan Partisi,2006-12-17,2006,Abdüllatif Şener,1,0,0.5,positive,positive,,,,,,positive,False
cand_06263,,,yapanlari ilgilendiren bir yeri daha var ki en onemlisi odur onumuzdeki genel secimlerde kime oy vereceksin in muhatabi dogru yol partisi yuzde 6 cumhuriyet halk partisi yuzde 14 tur bunu da gozden kacirmayin. degerli arkadaslar.... o zaman cikip bu anketle,Adalet ve Kalkınma Partisi,Doğru Yol Partisi,2005-12-13,2005,Zeyid Aslan,1,0,0.5,positive,positive,,,,,,positive,False
cand_01558,,,gereken vecibelerden biridir. avrupa birligi muktesebatini turkiye ye tasimanin gereklerinden biridir. hem ak parti hem cumhuriyet halk partisi turkiye nin avrupa birligi icerisinde yer almasini samimi olarak savunmaktadir ve ulusal programda ongorulenleri yapmay,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-02-28,2004,Mehmet Ali Şahin,1,0,0.5,positive,positive,,,,,,positive,False
cand_09509,,,onu bir nebze kapanmaktadir. bu da onemli bir gelismedir ancak adim adim yapilan gelismelerdir. oysa koklu reform bakin cumhuriyet halk partisi sozcusu de soyledi koklu reform yargida birligi esas alacak yargiyi tek cati altinda birlestirecek anayasada bu konudak,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2006-06-28,2006,Süleyman Sarıbaş,1,0,0.5,positive,positive,,,,,,positive,False
cand_06791,,,uz maddedeki harcamalara deginirsek bunlardan akp hukumetiyle birlikte su yaklasimlarin benimsendigini goruyoruz 57 nci hukumet doneminde kamu calisanlarinin gelirlerinde yapilacak artislarda enflasyonun uzerinde bir refah payi verilmesi yonunde b,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-25,2005,Hüseyin Ekmekcioğlu,1,0,0.5,positive,positive,,,,,,positive,False
cand_09083,,,nda kisa bir bilgi vermek istiyorum. aslinda bizim universite sistemimiz son derece zor durumdadir. bu kosullarda. yani akp iktidara geldiginden bu yana da herhangi bir iyilesme yapilmamistir. yani su yapildi bu yapildi deniyorsa da herhangi b,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-06-06,2006,Mustafa Özyurt,1,0,0.5,positive,positive,,,,,,positive,False
cand_10378,,, oneriyorsak ne teklif ediyorsak bunu biliniz ki once bu ulkenin menfaatinedir ve bu ulkenin menfaatine olan her sey de iktidar partisinin menfaatinedir ama maalesef bizim onerimize kulak asmadiniz bu konuda gerekli calismalarin yapilmasina izin v,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-11-14,2006,Rasim Çakır,1,0,0.5,positive,positive,,,,,,positive,False
cand_00737,,, saglamaya yonelik bir program 2002 yili basindan beri turkiye de uygulaniyor. simdi biz 2004 yili butcesini yapiyoruz. iktidar bir yildan beri isbasindadir 2003 yili butcesini yapmistir ve uygulamasini gerceklestirmistir simdi 2004 yilina yonelin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-12-18,2003,Deniz Baykal,1,0,0.5,positive,positive,,,,,,positive,False
cand_01117,,,gerli milletvekilleri yeni bitki cesitlerine ait islahci haklarinin korunmasina iliskin kanun tasarisinin tumu hakkinda cumhuriyet halk partisi grubu adina soz almis bulunmaktayim bizleri televizyonlari basinda izleyen vatandaslarimizi tum ziraatci meslektaslarim,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-01-08,2004,Necdet Budak,1,0,0.5,positive,positive,,,,,,positive,False
cand_04558,,,yse bizden alabilecek bir konusmaydi ama diger konusmalari genelde maalesef cok anlasilir degildi. bakiniz 1974 yilinda chp-msp hukumeti zamaninda ayni konu gundeme geldi o zaman chp destekledi...,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2005-04-27,2005,Resul Tosun,1,0,0.5,positive,positive,,,,,,positive,False
cand_05547,,,gunun ne kadar onemli oldugunu yeri gelen her yerde her alanda tekrarliyor soyluyor. o ifade ozgurlugu elbette ki sayin recep tayyip erdogan a lazim ama en az onun kadar bu cati altinda gorev yapanlara da lazim hatta daha fazla lazim cunku biz burada bu gorusl,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-06-30,2005,Oya Araslı,1,0,0.5,positive,positive,,,,,,positive,False
cand_09842,,,rken on yildan bu yana calisanlari hala kadroya almadiniz. sayin kafkas yine turkiye de is guvencesini yasal uygulamaya ak parti doneminde koyuyoruz diyor. sayin kafkas konulari carptirmakta pek mahir masallah. oysa is guvencesi 1992 yilinda zamani,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-09-27,2006,İzzet Çetin,2,0,0.6667,positive,positive,,,,,,positive,False
cand_10058,,,enilestirmeye bize cagdaslasmaya bize daha guzel bir hayat yasam standardi saglamak icin hazirlanan yasalardan tutun da hukumet uygulamalarina kadar bu calismalar hep devrimle ozdeslestiriliyor. sevgili arkadaslar yani burada devrim sozcugunu pek ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-10-12,2006,Mehmet Semerci,1,0,0.5,positive,positive,,,,,,positive,False
cand_02589,,,e kullanilmasina firsat tanimasi imkan tanimasi gerekir. burokratlar yasaya aykiri uygulama yapabilirler bu her siyasal iktidar doneminde olabilecek bir haldir. onemli olan yasal ve siyasi denetimi yapmak mevkiinde olan kisi ve kurumlarin bu eylem,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-09-15,2004,Atilla Kart,1,0,0.5,positive,positive,,,,,,positive,False
cand_03199,,,tvekilleri butun bunlari ancak anayasaya bagli kalarak planli ve programli bir calismayla asabiliriz ancak goruyorum ki iktidar planli programli calismaktan pek hoslanmiyor ve en onemli kamu hizmetlerini bile kar etmek amaciyla hareket eden yerli ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-12-24,2004,Birgen Keleş,1,0,0.5,positive,positive,,,,,,positive,False
cand_06521,,,un ustunlugunden halkin yonetime katilimindan vatandas olarak da bir kamu hizmeti anlayisindan soz edilmekteydi. bunlar akp nin yillardir agzindan dusurmedigi ama nedense gunluk hayatimiza bir turlu yansimayan yansitilamayan guzel dileklerden ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-20,2005,Hakkı Ülkü,1,0,0.5,positive,positive,,,,,,positive,False
cand_04795,,,yatirimciya tesvik edici yasalar cikaracaksiniz ama kapsama almiyorsunuz. degerli arkadaslar bu 5 ile sayin bakan sayin hukumet bu konuyu nasil anlatacak diye merak ediyorum. bu durumun ne hukuksal ne mantiksal ne de bir vicdani aciklamasi vardir ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-05-12,2005,Harun Akın,1,0,0.5,positive,positive,,,,,,positive,False
cand_10767,,,yla soz konusu olsa mesele kalmayacak o zaman turkiye de hicbir problem kalmaz istikrar da devam ediyor. zaman zaman da iktidar sozculerinin veya basbakanin soyledigi gibi bazi beyanlar gerilmeyi germeyin ortaligi piyasalar bundan etkileniyor... o,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2006-12-15,2006,Mehmet Ağar,1,0,0.5,positive,positive,,,,,,positive,False
cand_05471,,,cok maddesine oldugu gibi olumlu katkilarda bulunuyoruz bu maddeyle ilgili bu yasayla ilgili olumlu gorus serdediyoruz. iktidar partisinin buna ozen gostermesi gerekiyor muhalefetin gorusunu de almasi gerekiyor. sabahtan beri burada dinliyoruz baz,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-06-28,2005,İsmet Atalay,2,0,0.6667,positive,positive,,,,,,positive,False
cand_06701,,,agi yaratilmalidir ekonomide dis acik kamu yatirimlari kamu kesimi acigi onumuzdeki yillarda hangi boyutlarda olmalidir hukumet bunlari belirlerken size sormadi sizin onayinizi almadi sadece imf nin ve ab nin onayina sundu oradan icazet aldi. sayi,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-24,2005,Algan Hacaloğlu,1,0,0.5,positive,positive,,,,,,positive,False
cand_13284,,,yle olmustur turkiye icin de boyle olmamasini gerektirecek hicbir ozel neden yoktur. degerli arkadaslarim bu amacla biz iktidar-muhalefet tam bir dayanisma icerisinde gorus birligi icerisinde 2003 te yani araliktan hemen sonra bizimle uyelik muzak,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2002-12-01,2002,Deniz Baykal,1,0,0.5,positive,positive,,,,,,positive,False
cand_15455,,,direlim ve bu konuda ustumuze dusen her seyi yapalim. inaniyorum ki yuce meclis bu konuda onergemize olumlu oy verecek -akp grubundan da boyle bir onerge geldigine gore- ve bu konuyu olumlu bir sekilde sonuclandiracagiz. degerli arkadaslarim d,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-07-01,2003,Tuncay Ercenk,2,0,0.6667,positive,positive,,,,,,positive,False
cand_06438,,,la antalya turizm kentidir tarim kentidir ticaret kentidir. milletvekillerimizle beraber bircok kere de bircok yatirimi cumhuriyet halk partisi milletvekili arkadaslarimizla da beraber bakanlarimizla gidiyoruz dile getiriyoruz cunku onlar da biliyor bunun onemini,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2005-12-17,2005,Mevlüt Çavuşoğlu,1,0,0.5,positive,positive,,,,,,positive,False
cand_01792,,,okratik sol parti grup baskanvekili sayin emrehan halici milliyetci hareket partisi grup baskanvekili sayin ismail kose dogru yol partisi grup baskanvekili sayin saffet arikan beduk anavatan partisi grup baskanvekili sayin zeki cakan. sadece refah partisi g,Adalet ve Kalkınma Partisi,Doğru Yol Partisi,2004-05-12,2004,Tayyar Altıkulaç,1,0,0.5,positive,positive,,,,,,positive,False
cand_12669,,, buyuk uzuntu icindeyim. uzuntum demokrasimiz adina bir uzuntu milletvekilleri adina bir uzuntu hic ayrim gozetmeksizin iktidar muhalefet bagimsiz butun milletvekilleri adina bir uzuntudur. simdi milletvekillerinin kisilik hakki son derece zedelen,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-05-22,2007,Kemal Anadol,1,0,0.5,positive,positive,,,,,,positive,False
cand_05016,,,ugumuz sure icerisinde simdiye kadar nasil savunduysak bu hesabi her zaman sonuna kadar da vermeye haziriz ama korkarim adalet ve kalkinma partisi ayni mantikla devam ederse yarin obur gun milletin huzurunda bu hesabi veremeyecektir cunku vaat ettiklerinin basinda d,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-06-01,2005,Feridun Ayvazoğlu,1,0,0.5,positive,positive,,,,,,positive,False
cand_03073,,,iz degerli milletvekillerimize ve bu konuda destegini esirgemeyen cumhuriyet halk partisi ve onun degerli genel baskani deniz baykal a grup yonetimlerine chp milletvekillerine destek olan diger siyasi partilere ve genel baskanlarina disisleri teskilati,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-12-20,2004,Alaattin Büyükkaya,1,0,0.5,positive,positive,,,,,,positive,False
cand_12820,,,ak icin mi dedi ki ben nasil vermeyeyim yaninda almanya daki cami imami var bir siyasetci arkadasimiz var... su anda da ak parti icerisinde milletvekili olan ki o zaman refah partisi milletvekilidir.,Anavatan Partisi,Adalet ve Kalkınma Partisi,2007-05-24,2007,Hüseyin Özcan,1,0,0.5,positive,positive,,,,,,positive,False
cand_01858,,,umu saglayamamislardir o yuzden boyle olmustur. peki bugun bir uyum saglanmis midir bugun olaya baktigimiz zaman mevcut hukumet ve bakanlik da boylesine bir uzlasmayi saglayamamistir. gordugunuz gibi muhalefetle uzlasamamistir universitelerle uzla,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-05-12,2004,Nurettin Sözen,1,0,0.5,positive,positive,,,,,,positive,False
cand_00835,,,in yapilacaginin ozetidir. bu onerilerimiz bir yili askin iktidarda olan ve herhangi bir olumlu icraatini goremedigimiz akp tarafindan da benimsenir ve umarim dikkate alinir. bu dusuncelerle hepinize saygilar sunuyorum.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-12-20,2003,Erdal Karademir,1,0,0.5,positive,positive,,,,,,positive,False
cand_11259,,,devlet iliskilerini daha ileri daha katilimci demokratik bir zemine oturtmus olacagiz. turkiye bu yolda ilerlemektedir. ana muhalefet partisi chp sozculeri 2007 butcesinde yerel yonetimlerden yatirimlardan en fazla payi almasindan rahatsiz olduklarini d,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2006-12-25,2006,Recep Tayyip Erdoğan,3,0,0.75,positive,positive,,,,,,positive,False
cand_06874,,,arinin borcu ne trilyonlar trilyonlar degerli arkadaslarim. kendi bindigimiz dali kesiyoruz. hastanin akp lisi chp lisi anap lisi dyp lisi olmaz. degerli arkadaslarim burasi son derece onemli... sayin maliye bakani geldi belki aciklama yapar. b,Cumhuriyet Halk Partisi,Anavatan Partisi,2005-12-26,2005,Haluk Koç,1,0,0.5,positive,positive,,,,,,positive,False
cand_02246,,, ediyorum ki bu toplanti... televizyon kanallarinda her pazar bircok program yapiliyor ozel programlar yapiliyor. keske cumhuriyet halk partisi veya bu toplantiya katilan degerli katilimcilar bu toplantinin sonuclarini icerigini ve turkiye icin onemini anlatma fi,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-07-01,2004,Cemil Çiçek,2,0,0.6667,positive,positive,,,,,,positive,False
cand_00726,,,yasa uygulama suresi tanimazsaniz egitime yeteri kadar sure tanimazsaniz raflarda kalir dolaplarda durur. onun icin ben akp grubundan ve hukumetten rica ediyorum. bunu bir keyfi sey olarak... yani bu tasarinin tumunu destekleyen bir grup nicin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-12-17,2003,Mustafa Özyürek,1,0,0.5,positive,positive,,,,,,positive,False
cand_12687,,, turkiye kultur ve tabiat varligi korumaciliginin ne oldugunu erkan mumcu nun bakanligi doneminde gordu. ardindan da bu hukumet maalesef bunlari hoyratca harcadi. sunu biliniz ki degerli arkadaslar bu secimlerde ak partiyi sandikta vuracak en buyu,Anavatan Partisi,Adalet ve Kalkınma Partisi,2007-05-22,2007,İbrahim Özdoğan,1,0,0.5,positive,positive,,,,,,positive,False
cand_06146,,,nu ve yasalarin anayasaya gore duzenlenmesini saglamakti. oysa bizde tam tersi oluyor. tabii bu gariplikler yeni degil. akp iktidarinda buna benzer gariplikler oluyor. insallah bundan sonra olmaz. mesela son olarak da ben soylemeden gecemeyece,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-11-24,2005,Tuncay Ercenk,1,0,0.5,positive,positive,,,,,,positive,False
cand_01134,,,rde 2004 yilindan itibaren sizleri de gerekli yerlere yetistirecegiz diye bir beyanatlari var degerli arkadaslarim yine akp grubundaki duyarli arkadaslarimizin akp grup toplantisinda yapmis oldugu bir tespite degerli iki bakan cevaben bu iddia,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-01-15,2004,Ufuk Özkan,1,0,0.5,positive,positive,,,,,,positive,False
cand_07898,,,u soylemek mumkun degil. bunu oncelikle belirtmemiz gerekiyor. bir ikinci onemli nokta sayin daloglu konusurken dedi ki akp nin bir acil eylem plani var ve biz bu acil eylem planinin gereklerini suratle yerine getiriyoruz. nitekim sayin recep ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-03-09,2006,Kemal Kılıçdaroğlu,1,0,0.5,positive,positive,,,,,,positive,False
cand_01510,,,aki degerlendirmesine ben de katiliyorum. o tepkide ifade ettigim cumleyi kullanmasaydim daha iyi olurdu ama kesinlikle cumhuriyet halk partisi tuzelkisiligine ve degerli milletvekili arkadaslarima hakaret etmek amaciyla o ifadeyi kullanmadim. eger arkadaslarimiz,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-02-27,2004,Mehmet Ali Şahin,1,0,0.5,positive,positive,,,,,,positive,False
cand_00672,,,ecinin eline dusmektedir. sayin milletvekilleri ureticilerimizin sayilamayan derecede cok olan sorunlarinin cozumu icin hukumet gerekli adimlari atmamaktadir. mersin de sulu tarim yapilan arazi miktari ancak yuzde 33 kadardir. sulamayi saglayacak ,Anavatan Partisi,Adalet ve Kalkınma Partisi,2003-12-16,2003,Hüseyin Özcan,2,1,0.25,positive,positive,,,,,,positive,False
cand_14290,,,imiza ragmen muhalefet partimizden gerekli destegi goremedik. bildiginiz gibi hukumetlerimizin ilk gunlerinden itibaren cumhuriyet halk partisi sayin genel baskani bizim amerika birlesik devletleri baskani bush la gorusmemizde birtakim sozler soyledigimizi hep so,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2003-03-01,2003,Recep Tayyip Erdoğan,1,0,0.5,positive,positive,,,,,,positive,False
cand_03039,,,yler vardir. hepimizin amaci turkiye icin fevkalade onemi olan bir konuya elbette ki olumlu katkilarda bulunmaktir yani hukumet burada belli olculerde de elestirilecektir. muhalefetin varligi iktidari daha onemli daha ciddi konularda daha dogru ka,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2004-12-14,2004,Mehmet Ağar,2,0,0.6667,positive,positive,,,,,,positive,False
cand_10474,,,sonu basbakanlikta cargill zirvesi gerceklestirdiler. pepe toplantiya cevre icin katildim dedi. edinilen bilgilere gore erdogan abd gezisine cikmadan once cargill konusunda ankara da bir dizi temas yapti. sirket yetkilileri ile burokratlar abd tem,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-11-21,2006,Gürol Ergin,1,0,0.5,positive,positive,,,,,,positive,False
cand_11775,,,ar gunu nu kutluyorum ve hepsine mutluluklar diliyorum. degerli arkadaslar az once konusan -1340 sira sayili tasari da- cumhuriyet halk partisi adina degerli ali kemal deveciler cok hakli gerekceler sundu ben onlara katiliyorum ve konusmama baslamadan once bir ha,Anavatan Partisi,Cumhuriyet Halk Partisi,2007-03-08,2007,İbrahim Özdoğan,1,0,0.5,positive,positive,,,,,,positive,False
cand_12155,,,chp once medya ile akcali iliskilerinin hesabini vermelidir. cunku bizim baktigimiz gazetelerde basliklar halinde chp nin... iste burada... ferit mevlut aslanoglu - aaa cok onemli,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2007-04-17,2007,Mehmet Atilla Maraş,1,0,0.5,positive,positive,,,,,,positive,False
cand_03298,,,kam genel butce toplamindan cikarildiginda hizmet icin sadece ve sadece 48 katrilyon lira kalmaktadir. kamu yatirimlari akp hukumetlerinin gerek 2003 ve gerekse 2004 yilinda sundugu butcelerde oldugu gibi cumhuriyet tarihinin en dusuk duzeyler,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-12-27,2004,Mehmet Vedat Yücesan,1,0,0.5,positive,positive,,,,,,positive,False
cand_10340,,,ik vakfindan bahsettim ve birlik vakfinin internet sitesinde yayinlanan bir perspektifle ilgili profesor doktor mustafa erdogan in yaptigi bir calismasindan bahsetmistim. simdi bakiniz avrupa ilerleme raporu burada. mustafa erdogan in da birlik va,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-11-08,2006,Mehmet Küçükaşık,1,0,0.5,positive,positive,,,,,,positive,False
cand_03480,,,lerini yapiyorsaniz dunya bankasinin istediklerini yapiyorsaniz muttefiklerinizin istedigini yapiyorsaniz tebrik ederim ak parti sizi siz bu ulkeye layiksiniz basari diliyorum size saygilar sunuyorum.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-01-11,2005,Bayram Meral,1,0,0.5,positive,positive,,,,,,positive,False
cand_09511,,, halk partisi de savunuyor adalet ve kalkinma partisinin programinda da yargida birlik esasi var. biz de dusunce olarak anavatan partisi olarak suc ve ceza kavraminda kisisel konumlarin veya bulunulan gorevlerin ayirim getiremeyecegini sucun insanlar taraf,Adalet ve Kalkınma Partisi,Anavatan Partisi,2006-06-28,2006,Süleyman Sarıbaş,1,0,0.5,positive,positive,,,,,,positive,False
cand_08373,,, ne yapmak istiyorsunuz yani iktidar partisi olarak meclisin bu sekilde calismasindan kim fayda elde edebilir oncelikle iktidar partisinin meclisin bu sekilde calismasindan kazanci ne olabilir bakiniz turkiye nin gundeminde cok onemli konular var.,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2006-04-12,2006,Ümmet Kandoğan,1,0,0.5,positive,positive,,,,,,positive,False
cand_01466,,,ir ve bu iktidarlar guclendikce halk iktidari yani demokrasi yani cumhuriyet zayiflayacaktir. bu kara duzenin mimari da akp hukumeti olacaktir. saygilar sunarim.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-02-26,2004,Enver Öktem,1,0,0.5,positive,positive,,,,,,positive,False
cand_11201,,,mantigi tekrar hatirlatmak lazim bu ulkede katma deger uretmek istihdam yaratmak yatirim yaratmak ve icraat yapmak. ama akp iktidarinda altini cizelim yaklasik ozellestirme magduru kac bin insanin isten cikartildigini sayin calisma bakanimiz b,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-12-24,2006,Hüseyin Güler,1,0,0.5,positive,positive,,,,,,positive,False
cand_01608,,,denetleme kurulu turkiye buyuk millet meclisinin kit leri denetleme yetkisini gerceklestirmesinin en onemli parcasidir. hukumet imf niyet mektuplarinda dunya bankasi anlasmalarinda kit leri hizla tasfiye etme sozu verdigi ve kit leri tumuyle ortad,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-02-28,2004,İzzet Çetin,1,0,0.5,positive,positive,,,,,,positive,False
cand_02218,,,maya devam edecektir. alternatif urunlere yuksek oranda destek verilmesi sarttir. sekerpancari yasasiyla magdur olan ve akp iktidari doneminde de artirilmaya devam edilen ve artirilan kotayla sekerpancari ureticisi zor durumdadir ve borc batag,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-06-29,2004,Fahrettin Üstün,1,0,0.5,positive,positive,,,,,,positive,False
cand_15284,,,ekebilmeleri icin bugday tabanfiyatini yukseltelim. bu dusuncelerle akp hukumetinin atacagi her iyi adim icin sahsim ve cumhuriyet halk partisi grubu olarak destek verecegimizi belirtiriz. ciftcimiz buyuk emekle kilosunu 320 000 liraya mal ettigi ve 325 000 liray,Anavatan Partisi,Cumhuriyet Halk Partisi,2003-06-01,2003,Muharrem Doğan,1,0,0.5,positive,positive,,,,,,positive,False
cand_01763,,,amak siyasal temsilde var olmalarini saglamaktan gecer. hukumet kendi secim bildirgelerinde verdigi sozleri tutmalidir. hukumet degisimin geregini yapmalidir. hukumet bugun parlamentomuzu izleyen kadinlara sualtinda yuzmeye hem de oksijensiz yuzme,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-05-07,2004,Güldal Okuducu,1,0,0.5,positive,positive,,,,,,positive,False
cand_15128,,,c soz soylemek istiyorum. degerli milletvekilleri agustos ayini hatirlayalim. agustos ayinda 57 nci hukumet var. 57 nci hukumet is guvencesine donuk duzenlemeler is yasasinda ve diger iki yasada paralel duzenlemeler getiriyor. 9 agustos 2002 de bu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-05-01,2003,Oğuz Oyan,1,0,0.5,positive,positive,,,,,,positive,False
cand_04442,,, saati vakti gelince bu degisiklikleri artik sizinle de konusma ihtiyaci duymadan... cunku milletin istedigi mutabakata cumhuriyet halk partisi yanasmiyor. anayasanin ruhu geregi saglanmasi gereken mutabakata yanasmiyorsunuz. o halde bizim iktidar olarak gerekli ,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2005-04-20,2005,Faruk Çelik,1,0,0.5,positive,positive,,,,,,positive,False
cand_00455,,,siyasallastirilmak istenilmesinin altinda acaba ne tur dusunceler yatmaktadir son butce tasarisinda da gorulecegi uzere akp hukumeti tubitak in bu cok onemli gorevlerinin ve islevinin farkinda olmadigini ve tubitak butcesini -en basit deyisle-,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-11-12,2003,Mehmet Tomanbay,1,0,0.5,positive,positive,,,,,,positive,False
cand_10760,,, 3 ten su andaki durum 9 1 belki de 10 1 e istihdam orani yuzde 44 ten yuzde 45 e ozel sabit sermaye yatirimlari -sayin baykal in belki de ihmal ettigi kullanmadigi bir veri- 30 milyon ytl den 93 milyon ytl ye... su andaki durum ucuncu ceyrek ola,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2006-12-15,2006,Nazım Ekren,1,0,0.5,positive,positive,,,,,,positive,False
cand_14264,,,2002 yilinda uygulamaya konulan ve bir sure kararlilik icinde yurutulen guclu ekonomiye gecis programinin da katkisiyla akp nin 2003 yili basinda devraldigi bu miras ekonomide toparlanma ve normallesmeye yeni bir baslangic icin onemli bir pota,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-03-01,2003,Algan Hacaloğlu,1,0,0.5,positive,positive,,,,,,positive,False
cand_02989,,,yasa yapmaktir ve cikarilan yasalarin acik net kesin ve tereddutlere neden olmayacak sekilde cikarilmasi gerekmektedir. akp iktidari sozculeri surekli olarak kamuoyuna cok yasa cikardiklarini aciklamaktadirlar. oysa onemli olan cok yasa cikarm,Anavatan Partisi,Adalet ve Kalkınma Partisi,2004-12-08,2004,Dursun Akdemir,1,0,0.5,positive,positive,,,,,,positive,False
cand_09168,,,anim zaten bu sorunlari anlatmaya 1 dakika yetmiyor halk gercegi yasiyor ve bunun inan edin ki gelecekte bunun hesabini akp iktidarindan soracaktir. bu yasayi biz anavatan grubu olarak destekliyoruz cunku olumlu konulari var ama yoksulun hakki,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-06-13,2006,Hüseyin Özcan,2,1,0.25,positive,positive,,,,,,positive,False
