candidate_id,manual_label,manual_notes,transcript_id,date,year,speaker,source_party,target_party,heuristic_positive_hits,heuristic_negative_hits,heuristic_score,heuristic_label,window_text
cand_02781,,,12965,2004-11-24,2004,Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,erilmesi amaclanan hizmetin ozelligi ve dolayisiyla anayasayla celiskili buluyor ve reddediyoruz. bu duzenlemeyi ayrica akp nin genel yaklasimi dogrultusunda yani anayasayi hice sayan bir anlayisla kamu duzenini kokten degistirmeyi amaclayan c
cand_02439,,,12385,2004-07-14,2004,Dursun Akdemir,Anavatan Partisi,Doğru Yol Partisi,2,0,0.6667,positive,a alinmasini saglayan onemli asamaya gelmis bir kanun tasarisinin yasalasmasi icin tartismada bulunuyoruz. 1992 yilinda dogru yol partisi iktidari doneminde sosyal guvencesi olmayan yoksul aciz vatandaslarin tedavisi amaciyla cikarilmis olan bu yasa oniki y
cand_03801,,,13785,2005-02-23,2005,Mustafa Gazalcı,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,3,2,0.1667,mixed,uyla okulumuzdan ayrildi. yuzde 20 gibi bir basarisizlik orani var. bu ogrencilere -secmene selam kabilinden- her gelen hukumet bir af yasasi cikariyor. bu adeta koklu bir gelenek haline gelmis. biz bu noktada basariyi artirmak yerine basarisiz og
cand_08697,,,16785,2006-05-09,2006,Hüsnü Ordu,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,000 000 dolar baska yerlerde baska zararlara... simdi siz bir kamu gorevlisi dusunun... enerji bakanligi... ne oneriyor chp sayistay raporunda diyor ki mutabakata varin. hangi gerekcelerle hangi fiyatla bu isi mutabakata vardiracak kamu gorevl
cand_13723,,,8765,2003-03-01,2003,Mehmet Ağar,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ye buyuk millet meclisinde tartisilmaya gorusulmeye baslandigi andan itibaren devam eden istikrarli cizginin bu donemki hukumet ve buyuk millet meclisi icerisinde de ayni sekilde surdurulecegine olan inancimi tekrarliyor hepinize saygilar sunuyoru
cand_02557,,,12445,2004-08-04,2004,Mehmet Ağar,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,haklarini size helal etmisler midir bunu ben sahsen bu ailelerden tahkik etmeye devam edecegim. bir diger konu da sayin iktidar partisi sozcusu yine enflasyon dustu hukumetin basarilari kem gozlerin nazari dedi allah ulkemizi nazardan korusun. ege
cand_12948,,,19930,2007-05-27,2007,Osman Özcan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,isini destekliyoruz dedim de elbette biz de bununla ilgili goruslerimizi sizinle paylasmak istiyoruz. dort bucuk yildir akp iktidari cesitli konusmalarimiza ragmen devamli dile getirmemize ragmen bu kanun tasarisini meclise getirmedi. fakat se
cand_05090,,,14705,2005-06-07,2005,Ali Coşkun,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,ile getirilen hususlar cesitli ortamlarda takdirlerinize sunulmustur. butun gruplarimiza gerek ak parti grubumuza gerek cumhuriyet halk partisi grubuna ve diger parti temsilcisi arkadaslara sukranlarimi sunuyorum. basari sizlerindir kazanc esnaf ve sanatkarimiz v
cand_11959,,,19879,2007-03-27,2007,Ümmet Kandoğan,Doğru Yol Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,ler. iste gorev bugun bize dusuyor degerli milletvekilleri. ne olur gelin bu kanun teklifini hep beraber destekleyelim. cumhuriyet halk partisi de vermis daha once sayin mehmet tatar in da vermis oldugu bu kanun teklifi birbirine benzer tekliflerdir. gelin hep be
cand_06070,,,15365,2005-11-16,2005,Cüneyit Karabıyık,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,e oraya gittik. tesadufen sahilde -mersin in varosu- karsimizda bir gemi var ve ben de orada durmusum. baktim ki -bizim chp li milletvekili arkadasim da buna temas etti- 4-5 tane hortum denize acilmis. bu nedir cocuklar... gormuyor musunuz ded
cand_06256,,,15565,2005-12-13,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,3,6,-0.3,negative,etin yoksullukla ilgili politikalarinda basarisiz oldugunu soyluyor turkiye cumhuriyeti vatandaslarinin yuzde 71 5 i bu hukumet yoksulluk konusunda basarisiz diyor. ama bugun onemli olan gundemimizde olan konu yolsuzluk ve yolsuzluklarla ilgili ol
cand_13375,,,8245,2002-12-01,2002,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,eger gecici butcemize yoneltilen tenkitler arasinda kullanilan birtakim argumanlar gercekten ciddiye alinacak olsa chp nin reddi miras yaptigi gibi bir sonuc ortaya cikarir cunku bugun tenkit ettigimiz bircok konular yaklasik birbucuk yil
cand_04957,,,14645,2005-05-31,2005,Mahmut Durdu,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,soru yazdim fakat sagimda eskiden cumhuriyet halk partisinde il baskanligi yapmis bir arkadasim solumda da yine eskiden cumhuriyet halk partisi il baskanligi yapmis hukukcu arkadasim var senin sorunu merak ediyoruz dediler. arkadasim vallahi ben bir soru soruyoru
cand_15006,,,9525,2003-05-01,2003,Mustafa Özyürek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,umuzu bilelim. bu yasanin artik hepimizin ezberledigi belli noktalari var. daha once cikmis olan is guvencesi yasasinda adalet ve kalkinma partisi de oy vermisti 10 kisiden fazla isci calistiran isletmelerde is guvencesi uygulanacakti simdi bunu 30 a cikardik. peki 
cand_11721,,,19862,2007-03-06,2007,Hüseyin Özcan,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,da gorusulmesi biz muharip gazileri cok iyi derecede sevindirmistir diyorlar. eger komisyonda gorusulduyse biliyoruz ki ak parti oylariyla vermis oldugumuz bu onerge reddedilecektir. biz zamaninizi fazla almadan diyoruz ki gaziler arasinda bir ayri
cand_00137,,,10125,2003-07-01,2003,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,4,-0.5,negative,ini gerceklestiremezsek toplumda bir sorun olarak devam eden ve sorun oldugu da secimlerden once gerek ak parti gerekse cumhuriyet halk partisi tarafindan da kabul edilen ve sorunun cozumu yonunde programlarina hukumler koyan her iki partinin de bu sorunu cozmesi
cand_12974,,,19931,2007-05-28,2007,Oya Araslı,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,adar buyuk cogunlugu olmasina ragmen bu konuda boyle bir beceriksizligi gostermek basarisina sahip olan tek partinin de adalet ve kalkinma partisi oldugunu soylemek mecburiyetindeyim. degerli arkadaslarim inatlasma burada da bitmemistir. anayasa nin 102 nci maddesin
cand_00826,,,10805,2003-12-20,2003,Oya Araslı,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,. o yanlis yapildigi icindir ki 307 ve 308 sira sayili kanun teklifleri burada gorusulemedi benim yorumum bu. yoksa bir iktidar partisi bu kadar cogunluguyla bu kadar israrla bu kadar kurallari hice sayarak gorusulmesini arzu ettigi bir teklifi ni
cand_12336,,,19906,2007-05-04,2007,Hüseyin Özcan,Anavatan Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,k istiyorsunuz. bu dogru degil arkadaslar. sonucta bunun faturasini turk halki oduyor. bunlar bu durumdayken biraz once ak parti sozcusu cikip turkiye de koylulerin oyle bir refah icerisinde oyle bir destek icerisinde olduklarini duyurdu ki vallahi
cand_08083,,,16385,2006-03-22,2006,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,Anavatan Partisi,1,0,0.5,positive,ken turkiye nin temel meselelerinin cozumune yonelik calismalari cabalarinin cercevesi olaya bakis acisi bu. o bakimdan anavatan partisi hukumetine kadar yuksekogretim sisteminde de herhangi bir koklu reformun olacagi noktasinda toplumun fazla heves duymam
cand_04524,,,14345,2005-04-27,2005,Atilla Kart,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ttigim burokrat burokrasinin en tepesindeki kisi ve ayrica sozunu ettigim burokratin ben burada yoklugunda konusmuyorum hukumet burada hukumet cikip savunmasini yapabilir cevabini verebilir. bu noktada sizin ayrica bir degerlendirme yapmaniz gerek
cand_01447,,,11365,2004-02-26,2004,Eyüp Fatsa,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,lun olumlu oy verecegi kanaatimi ifade etmek istiyorum. bunlari tekrar tekrar konusmak istemiyorum ancak saygi duydugum cumhuriyet halk partisi grubu baskanvekili sayin anadol sahsimi da ismen zikrederek sayin anadol bu calismalara angarya diyor gibi benden kayna
cand_00886,,,10805,2003-12-20,2003,Mustafa Gazalcı,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,az serinkanli dusunelim. burada nufusun olcut alinmasini da yanlis buluyorum. arkadaslar soyledi nufus degisken az once akp li arkadas soyledi yazin soyle oluyor kisin boyle oluyor diye. bakin 2000 yilinda bir nufus sayimi yapilmis. icinde 43 
cand_14012,,,8965,2003-03-01,2003,Cemil Çiçek,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,konutla ilgili demokrasiyle ilgili ozgurlukle ilgili... bunlarin hicbirisi cumhuriyet halk partisini ilgilendirmiyor mu cumhuriyet halk partisi bu konularla ilgili hicbir sey soylemedi. acaba soylememis olmalari zimnen bizim bu soylediklerimizin dogru oldugu anla
cand_04163,,,14025,2005-03-23,2005,Enis Tütüncü,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive, bukerek boyle konusurken hukumetin ciftci aleyhine yaptigi bazi uygulamalar ise hic ama hic akla getirilmiyor. ornegin akp iktidariyla birlikte tarimsal sulamalara verilen destek kaldirilmistir bu es geciliyor. yine ornegin tarimsal sulama el
cand_13343,,,8225,2002-12-01,2002,Muharrem Doğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,cidan engel mani bir durum varsa nusaybin gumruk kapisinin uluslararasi hale getirilmesini oneriyorum. akp lideri sayin erdogan in cizre de 4 kasim 2002 tarihi icin bu konuda verdigi sozu hatirlatmak istiyorum. ciftcimiz yesil mazotu gormek istiyo
cand_02949,,,13065,2004-12-03,2004,Ersönmez Yarbay,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative, niyetinden asla suphemiz yoktur ama butun iyi niyetlere karsin tedbirlerimizi almak durumundayiz. grup baskanvekilimiz cumhuriyet halk partisi ve adalet ve kalkinma partisi gruplarinin beraberce bu calismayi yuruttuklerini dolayisiyla degisikliklerin beraberce v
cand_00985,,,10845,2003-12-22,2003,Muharrem Doğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,3,0,0.75,positive, onunu keserek bolgede rahat dolasmasini onlemek amaciyla kurulan gecici koy koruculuk sistemi yeniden duzenlenmelidir. hukumet teror acisindan hala koruculuk sistemine gereksinim duyuyorsa asgari ucretle calistirilan koy korucularinin saglik ve s
cand_04280,,,14145,2005-04-06,2005,Sadullah Ergin,Adalet ve Kalkınma Partisi,Anavatan Partisi,1,0,0.5,positive,sseseden rahatsizligimiz var ise oturalim anayasa uyum komisyonunda -su anda meclisimizde sadece iki parti yok. su anda anavatan partisi var dogru yol partisi var halkin yukselisi partisi var cumhuriyet halk partisi ve adalet ve kalkinma partisi var- butun
cand_03038,,,13185,2004-12-14,2004,Mehmet Ağar,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,4,-0.8,negative,rca oy almis bir partidir dogru yol partisi yillarca devlet yonetiminde kalmistir milletin vicdaninin da sesidir. simdi iktidar anlayisina uygun olarak sivil toplum orgutlerine baski medyaya baski her kesime baski simdi de mecliste baskinin kabul 
cand_13118,,,19936,2007-06-01,2007,Hakkı Ülkü,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,derek uretim yapmaya calisiyoruz. diyorlar. hukumetten gubre tohumluk ve ilacta kdv lerin kaldirilmasini istiyorlar ama hukumet seraciligi desteklemek yerine vergilerle ureticiyi somurmek pesinde. maliye bakani da zaten bizim petrol kuyularimiz ve
cand_09509,,,17225,2006-06-28,2006,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,onu bir nebze kapanmaktadir. bu da onemli bir gelismedir ancak adim adim yapilan gelismelerdir. oysa koklu reform bakin cumhuriyet halk partisi sozcusu de soyledi koklu reform yargida birligi esas alacak yargiyi tek cati altinda birlestirecek anayasada bu konudak
cand_13250,,,8138,2002-11-01,2002,Dengir Mir Mehmet Fırat,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,4,0,0.8,positive,ozgurluk ve demokrasi olmadan hukukun ustunlugu tesis edilmeden yolsuzlugun onlenemeyecegini gecmisten goruyoruz. sayin baykal da bu konuda bayagi sikayetci hepimiz de si-kayetciyiz. ancak cozum demokraside cozum insan haklarinda cozum hukukun us
cand_00762,,,10765,2003-12-18,2003,Dursun Akdemir,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ere guneydogu ve ozellikle dogu anadolu bolgemizin en onemli gecim kaynagi tarim ve bu bunye icerisinde hayvanciliktir. hukumet bu sektorle ilgili hicbir ciddi onlem almadigi gibi 2002 yilina ait mazot desteginin ancak yuzde 50 sini odemis 2003 yi
cand_08726,,,16805,2006-05-10,2006,Mehmet Mesut Özakcan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,e dipsiz bir kuyu haline getirilmis bulunuyor. enerji alaninda ciddi bir kaos yasaniyor ulkemizde. daha dogrusu bu kaos hukumet tarafindan yaratiliyor. sayistay baskanligi butun milletvekillerine enerji raporu adiyla sadece birkisim yolsuzluk ve u
cand_14008,,,8965,2003-03-01,2003,Mehmet Ağar,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,subumuzla parlamentoda temsil ediyoruz ancak ictuzugun amir hukumleri geregince toplumumuzu temelden ilgilendiren butce hukumet programi veya sair onemli konularda zamaninda muracaat etmemize ragmen sahsi adina konusma imkani bulamiyoruz bazi ictu
cand_02535,,,12425,2004-07-16,2004,Muharrem Doğan,Anavatan Partisi,Cumhuriyet Halk Partisi,3,0,0.75,positive, ben soylemiyorum. korucular bizler icin namusumuz icin ve ulkemizin refahi icin kendilerini feda eden insanlardir. biz cumhuriyet halk partisi olarak secime girdigimiz zaman once insan dedik insani yasat ki devlet yasasin dedik. peki bu korucularimiz insan degil
cand_03802,,,13785,2005-02-23,2005,Mustafa Gazalcı,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,3,-0.1667,mixed,ci de basarisiz degil aslinda buyuk bir kismi sistemde de bir basarisizlik var bunun sorgulanmasi gerekiyor ama nedense hukumet bu koklu sorunlari inceleyip yapacagi yerde isin kolayina kaciyor ucuz bir bicimde... gecen yillar katsayiyi bu meclise
cand_09598,,,17265,2006-06-30,2006,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,Anavatan Partisi,0,2,-0.6667,negative,an beri yaptigimiz calisma kamuoyuna anavatan partisi meclis calismalarini engelliyor biz mortgage yasasini cikaracagiz anavatan partisi engelliyor... istanbul dan gecen gun bir vatandasimiz telefon ediyor mortgage yasasini dort gozle bekliyorum cok ihtiya
cand_02681,,,12845,2004-11-04,2004,Ramazan Can,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2,0,0.6667,positive,ilmistir. bu tasariyla ayrica yeni turk lirasi da dikkate alinmistir. bu tasari gerek altkomisyonda gerek ustkomisyonda chp li arkadaslarla beraber uyum icerisinde cikarilmistir. bu tasariya destek veren emegi gecen butun arkadaslara tesekkur 
cand_14243,,,9065,2003-03-27,2003,Akif Hamzaçebi,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,meye... bu yerel yonetim reformunu savunan hukumetin gundeminde olmamasi gereken bir konudur eger bunu gundeme aliyorsa hukumet yerel yonetim reformundan geri adim atmis demektir. 51 inci madde uzerinde konusurken bunun orneklerini ayrica verecegi
cand_01716,,,11665,2004-04-22,2004,Mehmet Ağar,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative,uzde yasayacagimiz uc dort gunluk surenin sonunda meclis bir kararla karsi karsiya kaldiginda bu sorumlulugun temelinde iktidar grubunun ta kendisi olacaktir. birlesmis milletler cevrelerinden edindigimiz bilgilere gore 9 000 sayfalik planin ekler
cand_13253,,,8138,2002-11-01,2002,Abdullah Gül,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,2,-0.6667,negative,in hepimiz elbirligi icerisinde calisacagiz. bunun icin hepimiz guclerimizi seferber edecegiz. degerli arkadaslar sayin deniz baykal konusmalarinda yolsuzluk ve yoksullukla mucadele ederseniz hepimiz arkanizda olacagiz dediler ve biz de kendilerini ilk
cand_12925,,,19928,2007-05-26,2007,İzzet Çetin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive, ayliklari izahi mumkun olmayacak sekilde esitsizlik icerisinde. intibak yasalarini yillardir savunurlar hicbir sekilde akp nedir bu intibak diye gundeme almadi. yani intibak dedikleri olay cok basit. esitsizligi gidermek de intibak yasasinin 
cand_06758,,,15705,2005-12-25,2005,Muhsin Koçyiğit,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ce degerlendirilirken tum ekonomik gostergeleri bir butun olarak ele alip olumluyu olumsuzu degerlendirmekte fayda var. hukumet isbasina geldigi zaman 2002 yilinin sonunda 2003 yilinin basinda elinde hazir bir program buldu. bu program 57 nci huku
cand_02077,,,12065,2004-06-09,2004,Resul Tosun,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,gim icin itiraz ettim simdi bitirelim bunu altkomisyona giderse bu tasari kalacak dedim. adalet komisyonunun ak partili chp li butun uyeleri ayaga kalktilar hayir sana katilmiyoruz bizim komisyonumuz oyle bir komisyon degildir dediler. ben gor
cand_13964,,,8945,2003-03-01,2003,Mehmet Parlakyiğit,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,t 2002 tarihinde kapatilan hava meydani yaz tarifesiyle yeniden acilmalidir. sayin baskan degerli milletvekilleri sayin recep tayyip erdogan baskanliginda kurulan 59 uncu cumhuriyet hukumetini kutlar basarilar dilerken bir milyon kahramanmarasliyi temsilen ada
cand_08651,,,16765,2006-05-04,2006,Hüseyin Özcan,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,peki tesekkur ederim sayin baskan. iste mavi akim olayi putin ve berlusconi olayi da gosteriyor ki turkiye ye bu hukumet 10 milyar dolar zarar vermistir. bu kimin cebinden kendi keselerinden degil halkin cebinden almislardir ve kendileri bu
cand_14470,,,9145,2003-04-01,2003,Nihat Ergün,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,zini anlayisini yeniden ele alacagini ve yeni bir anlayisla hareket edecegini kamuoyuna hep beraber deklare etti. simdi cumhuriyet halk partisi muhalefet olarak mecliste ak parti iktidar olarak mecliste. hepimizin dogrulari var eksikleri var yanlislari var zaman 
cand_05953,,,15265,2005-10-28,2005,Ümmet Kandoğan,Doğru Yol Partisi,Anavatan Partisi,1,0,0.5,positive,an gececekti. dun anavatan partisi grup baskanvekili de geldi burada ifade buyurdular eksiginiz varsa anayasada geliniz anavatan partisi olarak biz destekleyelim eksiginizi tamamlayalim dedi cekmeyin bunu anayasa degisikligi teklifini bizim oylarimizla tur
cand_10429,,,17730,2006-11-15,2006,Mehmet Küçükaşık,Cumhuriyet Halk Partisi,Anavatan Partisi,3,2,0.1667,mixed,lu da... bu milletvekillerinin icerisinde miydiniz ben 14 milletvekilinin 12 sini biliyorum bursa milletvekili... sayin mesut yilmaz evet biz bu yatirima karsi degiliz ama bu yatirimin yapilacagi yer yanlistir iznik golu kiyisinda bu yatirimi yapmayin.
cand_10917,,,17800,2006-12-16,2006,Atilla Kart,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative,an fotografiyla karsi karsiyayiz bunlari somut olarak gormemiz degerlendirmemiz gerekiyor. degerli arkadaslarim 59 uncu hukumet doneminde -58 i birakiyorum 59 uncu hukumet doneminde- parlamenter sistemin disina cikan akp grubuna ve yasama organina
cand_12174,,,19892,2007-04-17,2007,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,um. degerli arkadaslar bugun yine danisma kurulu toplanmis ancak burada mutabakata varilamayinca ana muhalefet partimiz cumhuriyet halk partisi kendi grup onerisini sunmus... biraz once bu grup onerisi gorusuldu ve yuce meclis tarafindan reddedildi. ben aslinda c
cand_03866,,,13845,2005-03-02,2005,İdris Naim Şahin,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,oduyla cekilen sikintilar metoduyla gelistirilmis muesseselerdir ve bu muesseseleri siz 2001-2002 yilindan sonra kalkip cumhuriyet halk partisi olarak -olsa olsa soyle dusunuyorum sizin hakkinizda- biz artik milletten guc alamayacagiz anlasildi...
cand_03070,,,13225,2004-12-16,2004,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,risinin icerisinde cikarilmasi gereken bircok yonetmelik var. bu yonetmeliklerin cikarilma suresi teklif edilen metinde hukumet teklifinde bir yil idi ama komisyonlarda bu alti aylik bir sureye indirilmistir. ancak boyle cok onemli bir kanunun ulk
cand_02933,,,13065,2004-12-03,2004,Ümmet Kandoğan,Doğru Yol Partisi,Cumhuriyet Halk Partisi,3,0,0.75,positive,er de katki saglayacagiz. avrupa birligi uyum muktesebatiyla ilgili olarak bugune kadar meclis gundemine gelen kanunlar chp tarafindan dogru yol partisi tarafindan nasil desteklenmisse bu kanun tasarisi da bizler tarafindan elbette desteklenec
cand_11827,,,19867,2007-03-14,2007,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative,dim. ak parti grup baskan vekili -simdi burada yok- bir birlesimde 20 ye yakin karar yeter sayisi istenmis bu mecliste. ak parti grup baskan vekili sizin arkadasiniz. siz yapinca mubah karsi taraf yapinca yanlis. orneklerini size gonderirim sayin i
cand_06469,,,15625,2005-12-18,2005,Turan Tüysüz,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,et anlayisi kurumdan hizmet alanlarin ve hizmeti sunan personelin sorunlarini cozecek nitelikte degildir. uc yili gecen hukumet sureleri de bunu acikca gostermistir. sosyal hizmetler ve cocuk esirgeme kurumu genel mudurlugune bagli yurtlarda kalan
cand_07079,,,15765,2005-12-28,2005,İbrahim Özdoğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,3,1,0.4,positive,in tekrar yurtlarina donmesini saglamasi gerekmektedir kendi sehirlerine donmesini saglamasi gerekmektedir. maalesef bu hukumet bu konuda da son derece basarisiz olmustur degerli arkadaslarim. terorun iki tarafi var degerli arkadaslar bir sehitler
cand_02690,,,12845,2004-11-04,2004,Muharrem Doğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,3,-0.4,negative, engelleyici bir endirekt etki yapmistir diye rapor edilmistir. bu rapora katiliyorum ama sizlere soruyorum bakanlik ve hukumet olarak bunlar icin ne yaptiniz gap ta issizlik basta olmak uzere agirlasan sosyal sorunlarin ustesinden gelinebilmesi e
cand_15007,,,9525,2003-05-01,2003,Muharrem Doğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,2,1,0.25,positive,i en az olan yine dogu ve guneydogu degil midir bu nedenle bu bolgeye ozel bir yatirim plani yapilmasi sarttir diyorum. hukumet olarak yapmaniz gereken piyasayi canlandirmak insaat sektorunu harekete gecirmek yatirim yaparak issizligi ve yoksullug
cand_08460,,,16585,2006-04-18,2006,Hüseyin Güler,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,vet boyle bir ciddi konu ilerleyen bu saatte su ana kadar tartisilmadi tartisilmamaya da ozen gosteriliyor ve ozellikle iktidar milletvekilleri bunu anlamak dinlemek ve sorgulamak niyetinde de degil ama kabul edenler etmeyenler demeden daha hemen 
cand_12025,,,19883,2007-04-04,2007,Ümmet Kandoğan,Doğru Yol Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,unlerde cok onemli gelismeler oluyor. secim oncesi -biraz once sayin kilicdaroglu da bahsetti- televizyon ekranlarindan cumhuriyet halk partisi genel baskani sayin baykal la sayin erdogan dokunulmazliklarla ilgili ciktilar sayin ugur dundar in programina. simdi b
cand_11889,,,19870,2007-03-20,2007,İbrahim Özdoğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ayligi ve arkalarinda onlari koruyan siyasi bir iradeyi hissetmeleriyle sonuc alinabilecek bir hususiyettir ve maalesef hukumet kacakcilikla mucadelede sonuc alamiyor. kacakciligin kollari cok uzun ve kuvvetlidir ve hukumet kacakciligi onlemeyi ke
cand_08567,,,16705,2006-04-27,2006,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,askanim. siz adalet ve kalkinma partisi iktidari doneminde goreve geldiniz bir konut seferberligi basladi ama yarin bir iktidar degisikliginde biraz sonra bir kismini anlatacagim hususlardan dolayi cok ciddi sikintilar icerisine girebilirsiniz. o 
cand_12978,,,19931,2007-05-28,2007,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,Anavatan Partisi,1,0,0.5,positive,lmiyor tabii millet bunlari bilmiyor bunlari bilecek. cumhurbaskaninin bu gonderme tezkeresine asla katilmiyoruz. bizim anavatan partisi olarak gorusumuz gayet acik ve net. biz cumhurbaskanini halk secsin istiyoruz demokrasiyse tam demokrasi diyoruz. yurut
cand_02836,,,13005,2004-11-30,2004,Dursun Akdemir,Anavatan Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,kan degerli milletvekilleri sahsim adina soz almis bulunmaktayim hepinizi saygilarimla selamliyorum. akp iktidari gerek hukumet programinda ve gerekse acil eylem planinda turk ciftcisine gerekli destegin verilecegini ve ureticinin alim gucunun art
cand_07134,,,15785,2005-12-29,2005,İbrahim Özdoğan,Anavatan Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,niversitesi olmalidir. degerli arkadaslarim iktidar partisi milletvekillerine sesleniyorum 3 kasim secimlerinde erzurum ak parti olarak turkiye ikincisi olmustur. bunun karsiligini erzurum a bir ikinci universite kurarak odeyin yoksa erzurumlu size
cand_06157,,,15465,2005-11-29,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,orlere tesvik verin bolgelere tesvik verin seklinde ifadelerde bulunduk beyanatlarda bulunduk. ancak o gun buraya cikan iktidar partisi milletvekilleri bu tesvik yasasi ciktiktan sonra dogu ve guneydogu ihya olacak issizligin belini kiriyoruz dogu
cand_11485,,,19846,2007-02-14,2007,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,n buraya geldi burokratlarinin hazirladigi metni kafasini kaldirmadan burada okudu kendinden hicbir cumle ilave etmeden iktidar partisi milletvekillerinin parmaklariyla gensoru meselesinin gundeme alinmasi mumkun olmadi. simdi bu da cok onemli bir
